"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","colorado","2001-08-26","","Fresno State","L (22-24)",21,36,58.3,198,1,35,89,2.5,2,71,287,4,10,3,4,17,13,89,0,0,0
"2","colorado","2001-09-01","N","Colorado State","W (41-14)",18,40,45,186,2,29,108,3.7,0,69,294,4.3,10,6,2,18,6,40,0,4,4
"3","colorado","2001-09-08","","San Jose State","W (51-15)",22,41,53.7,180,1,27,125,4.6,1,68,305,4.5,9,7,3,19,6,44,0,2,2
"4","colorado","2001-09-22","","Kansas","W (27-16)",12,25,48,165,1,44,113,2.6,0,69,278,4,6,5,4,15,11,106,0,0,0
"5","colorado","2001-10-06","@","Kansas State","W (16-6)",11,30,36.7,122,0,40,74,1.9,1,70,196,2.8,5,7,3,15,7,68,0,2,2
"6","colorado","2001-10-13","","Texas A&M","W (31-21)",30,50,60,334,3,19,42,2.2,0,69,376,5.4,15,4,0,19,6,34,1,2,3
"7","colorado","2001-10-20","@","Texas","L (7-41)",21,33,63.6,264,3,40,161,4,2,73,425,5.8,12,8,5,25,5,40,0,0,0
"8","colorado","2001-10-27","@","Oklahoma State","W (22-19)",18,34,52.9,248,0,29,98,3.4,1,63,346,5.5,8,6,1,15,3,15,0,1,1
"9","colorado","2001-11-03","","Missouri","W (38-24)",19,37,51.4,199,1,35,157,4.5,1,72,356,4.9,8,10,1,19,5,53,1,0,1
"10","colorado","2001-11-10","@","Iowa State","W (40-27)",22,36,61.1,279,3,35,132,3.8,1,71,411,5.8,12,9,1,22,4,37,0,1,1
"11","colorado","2001-11-23","","Nebraska","W (62-36)",13,28,46.4,198,0,49,354,7.2,5,77,552,7.2,8,13,0,21,8,80,2,2,4
"12","colorado","2001-12-01","N","Texas","W (39-37)",24,43,55.8,370,2,23,92,4,1,66,462,7,14,5,3,22,5,35,1,3,4
