"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","kent-state","2001-09-01","@","Iowa","L (0-51)",15,22,68.2,236,0,49,331,6.8,6,71,567,8,10,20,0,30,7,60,1,0,1
"2","kent-state","2001-09-08","","Bucknell","W (38-17)",25,51,49,179,1,39,240,6.2,1,90,419,4.7,7,16,1,24,3,30,3,2,5
"3","kent-state","2001-09-22","@","West Virginia","L (14-34)",27,34,79.4,286,2,51,217,4.3,2,85,503,5.9,14,12,2,28,9,100,2,0,2
"4","kent-state","2001-09-29","@","Akron","L (10-14)",13,22,59.1,137,0,43,175,4.1,2,65,312,4.8,9,8,1,18,3,35,0,1,1
"5","kent-state","2001-10-06","@","Bowling Green State","L (7-24)",27,42,64.3,214,2,58,200,3.4,1,100,414,4.1,12,13,3,28,4,40,0,2,2
"6","kent-state","2001-10-13","","Northern Illinois","W (44-34)",19,39,48.7,250,1,37,112,3,2,76,362,4.8,13,6,2,21,3,31,0,0,0
"7","kent-state","2001-10-20","","Buffalo","W (35-13)",16,34,47.1,193,1,38,80,2.1,0,72,273,3.8,8,7,5,20,5,35,0,3,3
"8","kent-state","2001-10-27","@","Ohio","W (24-14)",6,16,37.5,79,0,56,262,4.7,2,72,341,4.7,4,14,1,19,3,25,1,0,1
"9","kent-state","2001-11-03","","Marshall","L (21-42)",25,35,71.4,341,3,44,264,6,3,79,605,7.7,13,15,2,30,9,55,0,2,2
"10","kent-state","2001-11-10","@","Ball State","W (31-18)",12,23,52.2,93,0,58,219,3.8,2,81,312,3.9,4,16,2,22,4,35,1,3,4
"11","kent-state","2001-11-24","","Miami (OH)","W (24-20)",20,36,55.6,238,1,31,-1,0,0,67,237,3.5,10,3,2,15,5,55,0,2,2
