"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","texas-tech","2001-09-08","","New Mexico","W (42-30)",11,24,45.8,122,1,47,210,4.5,3,71,332,4.7,4,12,1,17,3,25,1,0,1
"2","texas-tech","2001-09-22","@","North Texas","W (42-14)",14,32,43.8,125,1,38,160,4.2,1,70,285,4.1,7,6,2,15,6,41,2,2,4
"3","texas-tech","2001-09-29","@","Texas","L (7-42)",21,26,80.8,224,1,43,209,4.9,5,69,433,6.3,11,10,2,23,4,30,0,1,1
"4","texas-tech","2001-10-06","","Kansas","L (31-34)",13,32,40.6,116,2,57,288,5.1,1,89,404,4.5,3,18,1,22,11,94,0,0,0
"5","texas-tech","2001-10-13","","Kansas State","W (38-19)",16,40,40,197,1,50,146,2.9,2,90,343,3.8,10,11,3,24,5,26,0,2,2
"6","texas-tech","2001-10-20","@","Nebraska","L (31-41)",10,22,45.5,196,3,56,335,6,2,78,531,6.8,9,19,2,30,9,93,0,2,2
"7","texas-tech","2001-10-27","@","Baylor","W (63-19)",19,40,47.5,200,2,38,79,2.1,1,78,279,3.6,7,8,1,16,5,38,1,4,5
"8","texas-tech","2001-11-03","","Texas A&M","W (12-0)",22,31,71,206,0,38,166,4.4,0,69,372,5.4,10,8,0,18,6,61,1,1,2
"9","texas-tech","2001-11-10","@","Oklahoma State","W (49-30)",26,41,63.4,252,3,32,93,2.9,1,73,345,4.7,9,8,0,17,10,70,1,1,2
"10","texas-tech","2001-11-17","","Oklahoma","L (13-30)",34,51,66.7,292,3,34,92,2.7,0,85,384,4.5,11,8,4,23,6,45,0,2,2
"11","texas-tech","2001-11-24","","Stephen F. Austin","W (58-3)",17,27,63,153,0,32,116,3.6,0,59,269,4.6,5,8,1,14,6,41,1,3,4
