"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","marshall","2001-09-01","@","Florida","L (14-49)",25,38,65.8,430,4,28,111,4,3,66,541,8.2,16,6,0,22,11,89,0,1,1
"2","marshall","2001-09-08","","Massachusetts","W (49-20)",13,38,34.2,144,1,55,215,3.9,2,93,359,3.9,8,14,4,26,6,54,2,0,2
"3","marshall","2001-09-29","","Bowling Green State","W (37-31)",16,30,53.3,264,3,33,119,3.6,0,63,383,6.1,9,7,1,17,5,40,0,2,2
"4","marshall","2001-10-06","@","Northern Illinois","W (37-15)",11,23,47.8,142,0,46,127,2.8,2,69,269,3.9,5,10,3,18,4,30,1,3,4
"5","marshall","2001-10-13","@","Buffalo","W (34-14)",16,33,48.5,207,0,38,162,4.3,2,71,369,5.2,10,7,3,20,4,30,1,2,3
"6","marshall","2001-10-20","","Central Michigan","W (42-21)",16,34,47.1,222,2,53,261,4.9,1,87,483,5.6,11,16,3,30,5,39,0,1,1
"7","marshall","2001-10-27","","Akron","W (50-33)",24,37,64.9,272,1,51,251,4.9,2,88,523,5.9,17,11,3,31,7,58,0,1,1
"8","marshall","2001-11-03","@","Kent State","W (42-21)",17,31,54.8,182,1,42,266,6.3,1,73,448,6.1,11,15,0,26,3,29,2,0,2
"9","marshall","2001-11-10","@","Miami (OH)","W (27-21)",16,29,55.2,210,0,31,123,4,3,60,333,5.6,10,7,1,18,7,40,0,0,0
"10","marshall","2001-11-17","","Ohio","W (42-18)",8,21,38.1,86,2,65,318,4.9,1,86,404,4.7,5,18,0,23,5,60,2,1,3
"11","marshall","2001-11-24","","Youngstown State","W (38-24)",5,14,35.7,50,0,61,372,6.1,3,75,422,5.6,3,19,1,23,4,35,2,1,3
"12","marshall","2001-11-30","@","Toledo","L (36-41)",16,25,64,175,1,56,288,5.1,4,81,463,5.7,9,15,1,25,6,41,1,0,1
