"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","south-florida","2001-08-30","@","Northern Illinois","L (17-20)",20,36,55.6,144,1,47,200,4.3,1,83,344,4.1,8,10,3,21,8,64,1,0,1
"2","south-florida","2001-09-08","@","Pittsburgh","W (35-26)",30,51,58.8,371,3,29,12,0.4,1,80,383,4.8,15,4,2,21,9,52,2,1,3
"3","south-florida","2001-09-22","@","Memphis","L (9-17)",15,20,75,164,1,43,161,3.7,1,63,325,5.2,7,7,2,16,8,84,3,1,4
"4","south-florida","2001-09-29","","North Texas","W (28-10)",18,33,54.5,203,1,37,118,3.2,0,70,321,4.6,9,2,3,14,9,74,1,1,2
"5","south-florida","2001-10-06","@","Utah","L (21-52)",17,24,70.8,264,4,49,245,5,2,73,509,7,11,10,3,24,13,158,0,1,1
"6","south-florida","2001-10-13","","Connecticut","W (40-21)",22,42,52.4,209,1,38,135,3.6,2,80,344,4.3,12,8,4,24,12,121,2,1,3
"7","south-florida","2001-10-20","","Southern Utah","W (42-12)",5,13,38.5,53,0,38,80,2.1,1,51,133,2.6,1,8,1,10,7,61,0,0,0
"8","south-florida","2001-10-27","","Liberty","W (68-37)",39,65,60,407,3,39,61,1.6,2,104,468,4.5,18,10,3,31,7,50,2,3,5
"9","south-florida","2001-11-03","","Houston","W (45-6)",16,37,43.2,151,0,45,161,3.6,1,82,312,3.8,5,12,3,20,14,93,2,0,2
"10","south-florida","2001-11-10","","Western Illinois","W (48-17)",19,46,41.3,238,1,31,38,1.2,1,77,276,3.6,14,2,2,18,6,36,1,1,2
"11","south-florida","2001-11-24","","Utah State","W (34-13)",28,51,54.9,363,2,37,59,1.6,0,88,422,4.8,16,5,5,26,15,110,3,2,5
