"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","ohio-state","2001-09-08","","Akron","W (28-14)",15,32,46.9,134,1,33,114,3.5,0,65,248,3.8,6,7,1,14,1,5,1,0,1
"2","ohio-state","2001-09-22","@","UCLA","L (6-13)",16,26,61.5,262,1,41,61,1.5,0,67,323,4.8,13,4,1,18,4,30,4,0,4
"3","ohio-state","2001-09-29","@","Indiana","W (27-14)",14,21,66.7,181,1,36,156,4.3,1,57,337,5.9,6,9,1,16,6,52,1,1,2
"4","ohio-state","2001-10-06","","Northwestern","W (38-20)",18,31,58.1,136,1,48,170,3.5,2,79,306,3.9,6,13,3,22,7,47,1,1,2
"5","ohio-state","2001-10-13","","Wisconsin","L (17-20)",12,22,54.5,202,1,35,127,3.6,1,57,329,5.8,12,3,0,15,3,15,0,1,1
"6","ohio-state","2001-10-20","","San Diego State","W (27-12)",15,32,46.9,202,0,37,117,3.2,1,69,319,4.6,8,5,2,15,6,53,1,4,5
"7","ohio-state","2001-10-27","@","Penn State","L (27-29)",17,36,47.2,280,2,45,251,5.6,1,81,531,6.6,13,12,0,25,3,17,0,3,3
"8","ohio-state","2001-11-03","@","Minnesota","W (31-28)",11,23,47.8,120,0,45,246,5.5,3,68,366,5.4,7,10,3,20,5,35,0,1,1
"9","ohio-state","2001-11-10","","Purdue","W (35-9)",12,27,44.4,140,0,32,71,2.2,1,59,211,3.6,9,2,1,12,6,50,0,3,3
"10","ohio-state","2001-11-17","","Illinois","L (22-34)",18,28,64.3,274,2,41,116,2.8,1,69,390,5.7,12,5,1,18,6,60,1,1,2
"11","ohio-state","2001-11-24","@","Michigan","W (26-20)",21,47,44.7,206,2,35,117,3.3,1,82,323,3.9,9,6,3,18,6,30,1,4,5
