"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","tulsa","2001-08-30","","Indiana State","W (51-0)",4,15,26.7,20,0,30,49,1.6,0,45,69,1.5,1,3,4,8,9,60,2,1,3
"2","tulsa","2001-09-22","","Fresno State","L (18-37)",22,29,75.9,314,3,33,199,6,1,62,513,8.3,15,6,1,22,5,37,0,1,1
"3","tulsa","2001-09-29","@","Texas-El Paso","L (10-26)",20,30,66.7,249,0,53,208,3.9,3,83,457,5.5,11,13,1,25,12,92,1,0,1
"4","tulsa","2001-10-06","","New Mexico State","L (7-24)",8,19,42.1,124,0,44,175,4,1,63,299,4.7,6,10,1,17,9,80,1,1,2
"5","tulsa","2001-10-13","@","Boise State","L (10-41)",27,37,73,405,4,43,165,3.8,1,80,570,7.1,18,11,3,32,3,19,1,0,1
"6","tulsa","2001-10-20","","Hawaii","L (15-36)",26,39,66.7,333,3,33,61,1.8,1,72,394,5.5,14,6,2,22,11,83,0,0,0
"7","tulsa","2001-10-27","@","San Jose State","L (27-63)",22,34,64.7,282,2,41,464,11.3,6,75,746,9.9,13,12,1,26,10,82,1,1,2
"8","tulsa","2001-11-03","@","Oklahoma","L (0-58)",39,53,73.6,366,3,25,175,7,4,78,541,6.9,16,9,0,25,8,54,1,0,1
"9","tulsa","2001-11-10","@","Rice","L (32-59)",5,8,62.5,155,3,62,498,8,5,70,653,9.3,4,21,2,27,8,75,0,1,1
"10","tulsa","2001-11-17","","Southern Methodist","L (14-24)",8,14,57.1,84,0,52,218,4.2,2,66,302,4.6,3,13,0,16,6,50,1,2,3
"11","tulsa","2001-11-24","","Louisiana Tech","L (7-19)",16,28,57.1,137,1,43,233,5.4,1,71,370,5.2,8,13,1,22,3,15,0,0,0
