"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","louisville","2001-08-23","","New Mexico State","W (45-24)",8,16,50,137,1,68,407,6,2,84,544,6.5,6,19,3,28,10,77,4,0,4
"2","louisville","2001-09-01","@","Kentucky","W (36-10)",15,37,40.5,155,0,28,58,2.1,0,65,213,3.3,8,5,5,18,6,45,2,2,4
"3","louisville","2001-09-08","","Western Carolina","W (31-7)",12,22,54.5,104,0,52,173,3.3,1,74,277,3.7,7,11,1,19,8,48,1,1,2
"4","louisville","2001-09-22","@","Illinois","L (10-34)",18,39,46.2,301,2,42,203,4.8,1,81,504,6.2,10,10,3,23,4,30,0,2,2
"5","louisville","2001-09-29","","Memphis","W (38-21)",22,41,53.7,177,2,38,212,5.6,1,79,389,4.9,10,12,2,24,1,9,1,0,1
"6","louisville","2001-10-04","","Colorado State","W (7-2)",10,23,43.5,87,0,37,61,1.6,0,60,148,2.5,3,7,1,11,8,50,1,3,4
"7","louisville","2001-10-16","","Southern Mississippi","W (24-14)",13,29,44.8,219,2,31,7,0.2,0,60,226,3.8,8,1,1,10,2,10,3,1,4
"8","louisville","2001-10-27","@","Cincinnati","W (28-13)",19,46,41.3,295,1,29,78,2.7,0,75,373,5,12,2,2,16,4,35,1,3,4
"9","louisville","2001-11-03","@","Tulane","W (52-7)",20,37,54.1,220,1,26,19,0.7,0,63,239,3.8,10,1,2,13,4,40,0,2,2
"10","louisville","2001-11-10","","Houston","W (34-10)",16,30,53.3,157,0,36,108,3,1,66,265,4,8,5,3,16,5,36,0,0,0
"11","louisville","2001-11-15","@","East Carolina","W (39-34)",21,34,61.8,284,1,37,167,4.5,4,71,451,6.4,10,11,3,24,6,37,1,2,3
"12","louisville","2001-11-23","@","Texas Christian","L (22-37)",13,24,54.2,256,3,42,178,4.2,1,66,434,6.6,9,5,5,19,11,125,0,1,1
