"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","southern-california","2001-09-01","","San Jose State","W (21-10)",20,37,54.1,213,0,30,115,3.8,1,67,328,4.9,9,6,2,17,7,35,1,2,3
"2","southern-california","2001-09-08","","Kansas State","L (6-10)",7,16,43.8,26,0,57,340,6,1,73,366,5,1,19,0,20,10,81,1,1,2
"3","southern-california","2001-09-22","@","Oregon","L (22-24)",23,36,63.9,223,2,26,80,3.1,0,62,303,4.9,11,5,1,17,8,69,1,0,1
"4","southern-california","2001-09-29","","Stanford","L (16-21)",11,25,44,194,2,50,203,4.1,1,75,397,5.3,7,10,3,20,4,35,2,1,3
"5","southern-california","2001-10-06","@","Washington","L (24-27)",19,34,55.9,267,3,41,174,4.2,0,75,441,5.9,12,10,0,22,10,77,1,1,2
"6","southern-california","2001-10-13","","Arizona State","W (48-17)",14,25,56,155,1,35,143,4.1,1,60,298,5,4,7,2,13,9,79,1,3,4
"7","southern-california","2001-10-20","@","Notre Dame","L (16-27)",10,14,71.4,138,0,53,208,3.9,3,67,346,5.2,7,10,2,19,5,29,3,0,3
"8","southern-california","2001-10-27","@","Arizona","W (41-34)",23,43,53.5,311,1,34,101,3,2,77,412,5.4,15,5,0,20,7,55,0,4,4
"9","southern-california","2001-11-03","","Oregon State","W (16-13)",20,33,60.6,203,1,42,181,4.3,0,75,384,5.1,9,11,0,20,5,45,2,1,3
"10","southern-california","2001-11-10","@","California","W (55-14)",13,26,50,155,1,34,68,2,1,60,223,3.7,6,4,2,12,10,89,1,3,4
"11","southern-california","2001-11-17","","UCLA","W (27-0)",13,28,46.4,86,0,27,28,1,0,55,114,2.1,4,3,3,10,8,76,1,3,4
