"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","middle-tennessee-state","2001-08-30","@","Vanderbilt","W (37-28)",13,32,40.6,300,2,28,177,6.3,2,60,477,8,8,9,0,17,11,83,0,0,0
"2","middle-tennessee-state","2001-09-08","","Troy","W (54-17)",25,42,59.5,268,2,27,61,2.3,0,69,329,4.8,16,5,1,22,9,59,0,2,2
"3","middle-tennessee-state","2001-09-22","@","Louisiana-Monroe","W (38-20)",23,41,56.1,283,2,23,84,3.7,1,64,367,5.7,11,6,6,23,10,84,1,1,2
"4","middle-tennessee-state","2001-09-29","@","Louisiana","W (26-9)",26,42,61.9,241,1,37,105,2.8,0,79,346,4.4,14,8,2,24,9,81,2,2,4
"5","middle-tennessee-state","2001-10-06","","Idaho","W (70-58)",49,71,69,637,5,28,123,4.4,3,99,760,7.7,33,4,2,39,5,47,0,2,2
"6","middle-tennessee-state","2001-10-13","@","North Texas","L (21-24)",8,19,42.1,117,2,58,216,3.7,1,77,333,4.3,6,11,0,17,7,53,0,2,2
"7","middle-tennessee-state","2001-10-20","@","Mississippi","L (17-45)",25,31,80.6,257,3,50,221,4.4,3,81,478,5.9,12,14,1,27,4,36,1,0,1
"8","middle-tennessee-state","2001-10-27","","New Mexico State","W (39-35)",14,24,58.3,206,0,44,183,4.2,5,68,389,5.7,10,9,0,19,8,52,1,0,1
"9","middle-tennessee-state","2001-11-03","","Arkansas State","W (54-6)",11,23,47.8,72,0,37,102,2.8,1,60,174,2.9,2,7,1,10,9,81,1,1,2
"10","middle-tennessee-state","2001-11-10","@","Louisiana State","L (14-30)",26,37,70.3,318,2,32,145,4.5,2,69,463,6.7,16,6,1,23,7,61,0,0,0
"11","middle-tennessee-state","2001-11-17","","Connecticut","W (38-14)",11,31,35.5,102,1,42,118,2.8,0,73,220,3,4,10,3,17,3,29,1,0,1
