"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","florida-state","2001-09-01","@","Duke","W (55-13)",13,30,43.3,194,1,36,32,0.9,0,66,226,3.4,7,1,1,9,8,62,1,0,1
"2","florida-state","2001-09-08","","Alabama-Birmingham","W (29-7)",13,27,48.1,149,0,29,83,2.9,1,56,232,4.1,10,5,3,18,11,106,1,1,2
"3","florida-state","2001-09-22","@","North Carolina","L (9-41)",14,30,46.7,232,3,41,69,1.7,2,71,301,4.2,10,5,2,17,6,55,0,2,2
"4","florida-state","2001-09-29","","Wake Forest","W (48-24)",10,25,40,171,0,57,265,4.6,3,82,436,5.3,9,13,4,26,11,84,0,3,3
"5","florida-state","2001-10-13","","Miami (FL)","L (27-49)",14,27,51.9,249,3,36,142,3.9,2,63,391,6.2,10,5,3,18,15,125,3,0,3
"6","florida-state","2001-10-20","@","Virginia","W (43-7)",19,39,48.7,167,1,19,34,1.8,0,58,201,3.5,6,4,2,12,7,79,2,3,5
"7","florida-state","2001-10-27","","Maryland","W (52-31)",21,37,56.8,214,0,38,214,5.6,4,75,428,5.7,10,10,0,20,9,77,2,2,4
"8","florida-state","2001-11-03","@","Clemson","W (41-27)",22,41,53.7,277,0,45,186,4.1,3,86,463,5.4,10,16,0,26,8,51,0,1,1
"9","florida-state","2001-11-10","","North Carolina State","L (28-34)",27,35,77.1,276,0,38,187,4.9,4,73,463,6.3,13,11,2,26,7,62,0,1,1
"10","florida-state","2001-11-17","@","Florida","L (13-37)",28,43,65.1,330,2,30,123,4.1,2,73,453,6.2,14,9,1,24,5,50,1,1,2
"11","florida-state","2001-12-01","","Georgia Tech","W (28-17)",25,39,64.1,275,0,29,51,1.8,2,68,326,4.8,10,7,1,18,6,64,0,1,1
