"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","colorado-state","2001-09-01","N","Colorado","L (14-41)",15,19,78.9,95,0,54,315,5.8,3,73,410,5.6,4,17,0,21,8,79,1,0,1
"2","colorado-state","2001-09-08","","Nevada","W (35-18)",26,46,56.5,273,1,36,138,3.8,1,82,411,5,16,8,2,26,12,88,1,3,4
"3","colorado-state","2001-09-22","","San Diego State","L (7-14)",17,25,68,200,0,50,170,3.4,2,75,370,4.9,11,7,1,19,6,54,1,0,1
"4","colorado-state","2001-09-29","@","Wyoming","W (42-14)",13,26,50,162,1,40,116,2.9,1,66,278,4.2,6,7,0,13,9,54,1,4,5
"5","colorado-state","2001-10-04","@","Louisville","L (2-7)",20,28,71.4,213,1,32,32,1,0,60,245,4.1,9,6,0,15,5,51,2,2,4
"6","colorado-state","2001-10-13","","Fresno State","L (22-25)",28,37,75.7,389,2,29,143,4.9,0,66,532,8.1,21,2,0,23,8,50,0,0,0
"7","colorado-state","2001-10-20","@","Nevada-Las Vegas","W (26-24)",8,21,38.1,173,1,57,255,4.5,2,78,428,5.5,6,13,1,20,7,45,4,0,4
"8","colorado-state","2001-10-27","","Utah","W (19-17)",18,41,43.9,214,2,37,228,6.2,0,78,442,5.7,9,11,2,22,3,15,1,1,2
"9","colorado-state","2001-11-01","@","Brigham Young","L (34-56)",21,27,77.8,284,1,45,410,9.1,7,72,694,9.6,13,20,0,33,10,83,1,1,2
"10","colorado-state","2001-11-08","","Air Force","W (28-21)",13,22,59.1,122,0,69,359,5.2,3,91,481,5.3,6,24,0,30,3,20,0,0,0
"11","colorado-state","2001-11-17","@","New Mexico","W (24-17)",15,37,40.5,255,1,41,156,3.8,0,78,411,5.3,9,11,1,21,4,30,0,5,5
