"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","boise-state","2001-09-01","@","South Carolina","L (13-32)",18,26,69.2,220,1,41,172,4.2,2,67,392,5.9,10,7,3,20,2,11,1,0,1
"2","boise-state","2001-09-08","","Washington State","L (20-41)",24,35,68.6,380,4,39,110,2.8,1,74,490,6.6,10,5,4,19,13,104,1,0,1
"3","boise-state","2001-09-22","","Texas-El Paso","W (42-17)",16,28,57.1,153,2,42,160,3.8,0,70,313,4.5,7,9,0,16,9,78,0,2,2
"4","boise-state","2001-09-29","@","Idaho","W (45-13)",29,55,52.7,427,1,31,57,1.8,1,86,484,5.6,20,3,2,25,11,115,0,1,1
"5","boise-state","2001-10-06","@","Rice","L (14-45)",4,7,57.1,86,0,82,430,5.2,6,89,516,5.8,3,24,0,27,7,40,0,0,0
"6","boise-state","2001-10-13","","Tulsa","W (41-10)",22,35,62.9,186,0,18,34,1.9,1,53,220,4.2,6,3,0,9,11,85,0,0,0
"7","boise-state","2001-10-19","@","Fresno State","W (35-30)",30,50,60,345,3,37,109,2.9,1,87,454,5.2,16,9,1,26,6,40,1,1,2
"8","boise-state","2001-10-27","","Nevada","W (49-7)",30,53,56.6,297,1,29,85,2.9,0,82,382,4.7,16,6,1,23,8,79,1,0,1
"9","boise-state","2001-11-03","@","Louisiana Tech","L (42-48)",30,48,62.5,464,4,26,52,2,2,74,516,7,15,7,0,22,9,68,1,0,1
"10","boise-state","2001-11-10","@","Hawaii","W (28-21)",23,46,50,258,1,20,80,4,1,66,338,5.1,13,7,3,23,7,50,0,1,1
"11","boise-state","2001-11-17","","San Jose State","W (56-6)",13,33,39.4,129,1,30,54,1.8,0,63,183,2.9,5,4,3,12,4,19,1,2,3
"12","boise-state","2001-11-24","","Central Michigan","W (26-10)",10,25,40,73,0,31,74,2.4,1,56,147,2.6,4,5,0,9,2,18,1,2,3
