"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","cincinnati","2001-09-02","","Purdue","L (14-19)",14,25,56,117,0,38,153,4,2,63,270,4.3,6,5,3,14,11,105,1,0,1
"2","cincinnati","2001-09-08","@","Army","W (24-21)",19,30,63.3,203,1,31,160,5.2,2,61,363,6,8,7,1,16,3,25,3,1,4
"3","cincinnati","2001-09-22","@","Miami (OH)","L (14-21)",20,25,80,264,2,43,199,4.6,1,68,463,6.8,11,9,3,23,11,80,0,0,0
"4","cincinnati","2001-10-06","","Tulane","W (46-33)",24,46,52.2,253,2,41,282,6.9,2,87,535,6.1,15,14,0,29,2,17,1,2,3
"5","cincinnati","2001-10-13","@","Alabama-Birmingham","W (31-17)",11,30,36.7,133,1,47,200,4.3,1,77,333,4.3,5,13,1,19,5,50,0,2,2
"6","cincinnati","2001-10-20","@","Houston","W (29-28)",16,24,66.7,186,2,47,157,3.3,1,71,343,4.8,9,11,4,24,8,95,0,0,0
"7","cincinnati","2001-10-27","","Louisville","L (13-28)",12,28,42.9,154,1,51,222,4.4,3,79,376,4.8,7,12,0,19,8,84,2,0,2
"8","cincinnati","2001-11-03","","Connecticut","W (45-28)",27,51,52.9,382,3,25,28,1.1,1,76,410,5.4,17,2,1,20,5,28,2,3,5
"9","cincinnati","2001-11-10","","East Carolina","L (26-28)",12,19,63.2,159,1,39,305,7.8,3,58,464,8,8,8,0,16,7,60,2,1,3
"10","cincinnati","2001-11-24","@","Memphis","W (36-34)",16,33,48.5,295,3,32,145,4.5,1,65,440,6.8,11,9,3,23,5,51,0,0,0
"11","cincinnati","2001-12-01","","Louisiana-Monroe","W (42-10)",9,26,34.6,111,0,36,94,2.6,1,62,205,3.3,5,9,3,17,7,69,2,1,3
