"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","louisiana-state","2001-09-01","","Tulane","W (48-17)",25,47,53.2,343,2,26,48,1.8,0,73,391,5.4,17,2,2,21,3,16,2,1,3
"2","louisiana-state","2001-09-08","","Utah State","W (31-14)",30,52,57.7,235,1,24,91,3.8,1,76,326,4.3,11,6,3,20,6,56,2,2,4
"3","louisiana-state","2001-09-29","@","Tennessee","L (18-26)",18,28,64.3,309,1,49,139,2.8,2,77,448,5.8,13,6,2,21,5,36,0,2,2
"4","louisiana-state","2001-10-06","","Florida","L (15-44)",26,41,63.4,504,6,26,128,4.9,0,67,632,9.4,20,7,1,28,12,68,0,2,2
"5","louisiana-state","2001-10-13","@","Kentucky","W (29-25)",23,42,54.8,286,2,24,127,5.3,1,66,413,6.3,13,7,0,20,4,25,0,2,2
"6","louisiana-state","2001-10-20","@","Mississippi State","W (42-0)",18,42,42.9,248,0,34,74,2.2,0,76,322,4.2,12,6,1,19,8,57,1,3,4
"7","louisiana-state","2001-10-27","","Mississippi","L (24-35)",28,44,63.6,249,3,34,129,3.8,2,78,378,4.8,10,10,1,21,5,39,0,1,1
"8","louisiana-state","2001-11-03","@","Alabama","W (35-21)",15,28,53.6,209,1,39,174,4.5,1,67,383,5.7,7,11,0,18,9,85,0,1,1
"9","louisiana-state","2001-11-10","","Middle Tennessee State","W (30-14)",22,30,73.3,195,2,29,178,6.1,0,59,373,6.3,12,7,2,21,7,61,1,0,1
"10","louisiana-state","2001-11-23","","Arkansas","W (41-38)",16,33,48.5,266,4,42,146,3.5,1,75,412,5.5,14,7,1,22,5,57,0,2,2
"11","louisiana-state","2001-12-01","","Auburn","W (27-14)",13,27,48.1,177,1,30,116,3.9,1,57,293,5.1,6,8,1,15,4,47,0,2,2
"12","louisiana-state","2001-12-08","N","Tennessee","W (31-20)",27,43,62.8,332,2,18,50,2.8,0,61,382,6.3,13,3,1,17,10,78,2,0,2
