"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","washington-state","2001-08-30","","Idaho","W (36-7)",14,30,46.7,72,1,24,74,3.1,0,54,146,2.7,3,4,1,8,11,115,0,0,0
"2","washington-state","2001-09-08","@","Boise State","W (41-20)",18,38,47.4,316,3,31,54,1.7,0,69,370,5.4,13,5,2,20,6,85,0,3,3
"3","washington-state","2001-09-22","","California","W (51-20)",20,49,40.8,296,2,27,71,2.6,0,76,367,4.8,9,9,0,18,12,118,2,2,4
"4","washington-state","2001-09-29","@","Arizona","W (48-21)",14,28,50,190,1,25,76,3,1,53,266,5,9,5,1,15,6,56,0,4,4
"5","washington-state","2001-10-06","","Oregon State","W (34-27)",22,41,53.7,276,1,23,24,1,0,64,300,4.7,11,1,1,13,10,98,3,3,6
"6","washington-state","2001-10-13","@","Stanford","W (45-39)",17,36,47.2,220,2,46,219,4.8,3,82,439,5.4,11,13,1,25,4,42,1,2,3
"7","washington-state","2001-10-18","","Montana State","W (53-28)",24,43,55.8,306,2,27,134,5,0,70,440,6.3,15,3,2,20,12,92,1,1,2
"8","washington-state","2001-10-27","","Oregon","L (17-24)",14,26,53.8,119,0,48,446,9.3,3,74,565,7.6,7,18,1,26,8,78,1,0,1
"9","washington-state","2001-11-03","","UCLA","W (20-14)",10,27,37,140,0,33,85,2.6,1,60,225,3.8,7,3,2,12,11,80,2,5,7
"10","washington-state","2001-11-10","@","Arizona State","W (28-16)",13,32,40.6,299,1,42,130,3.1,1,74,429,5.8,11,7,0,18,6,59,2,1,3
"11","washington-state","2001-11-17","@","Washington","L (14-26)",25,38,65.8,371,1,41,79,1.9,2,79,450,5.7,18,4,3,25,11,99,1,1,2
