"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","north-carolina","2001-08-25","@","Oklahoma","L (27-41)",21,31,67.7,178,0,33,108,3.3,2,64,286,4.5,7,5,0,12,10,104,0,1,1
"2","north-carolina","2001-09-01","@","Maryland","L (7-23)",10,26,38.5,86,2,46,161,3.5,1,72,247,3.4,4,13,0,17,3,20,0,0,0
"3","north-carolina","2001-09-08","@","Texas","L (14-44)",17,37,45.9,167,0,35,159,4.5,3,72,326,4.5,10,7,2,19,8,81,2,0,2
"4","north-carolina","2001-09-22","","Florida State","W (41-9)",9,25,36,136,1,37,88,2.4,0,62,224,3.6,6,5,0,11,14,103,4,1,5
"5","north-carolina","2001-09-29","@","North Carolina State","W (17-9)",25,45,55.6,309,1,20,52,2.6,0,65,361,5.6,12,2,0,14,10,101,2,0,2
"6","north-carolina","2001-10-06","","East Carolina","W (24-21)",9,23,39.1,109,1,37,190,5.1,1,60,299,5,4,9,1,14,4,27,1,1,2
"7","north-carolina","2001-10-13","","Virginia","W (30-24)",33,55,60,334,3,18,71,3.9,0,73,405,5.5,15,5,3,23,4,29,0,1,1
"8","north-carolina","2001-10-20","@","Clemson","W (38-3)",14,46,30.4,144,0,28,65,2.3,0,74,209,2.8,5,8,5,18,9,76,0,2,2
"9","north-carolina","2001-11-01","@","Georgia Tech","L (21-28)",18,27,66.7,187,1,52,237,4.6,2,79,424,5.4,9,13,4,26,4,26,0,1,1
"10","north-carolina","2001-11-10","","Wake Forest","L (31-32)",14,24,58.3,142,0,58,212,3.7,4,82,354,4.3,8,13,3,24,2,19,0,1,1
"11","north-carolina","2001-11-17","","Duke","W (52-17)",13,33,39.4,172,0,36,59,1.6,2,69,231,3.3,6,4,1,11,7,54,0,0,0
"12","north-carolina","2001-12-01","","Southern Methodist","W (19-10)",20,31,64.5,202,0,32,96,3,1,63,298,4.7,12,6,0,18,10,80,0,0,0
