"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","central-florida","2001-09-01","@","Clemson","L (13-21)",15,25,60,154,1,42,138,3.3,2,67,292,4.4,9,7,1,17,7,53,2,0,2
"2","central-florida","2001-09-08","@","Syracuse","L (10-21)",9,18,50,155,0,53,205,3.9,3,71,360,5.1,6,15,0,21,7,70,0,1,1
"3","central-florida","2001-09-22","@","Tulane","W (36-29)",30,47,63.8,280,2,31,126,4.1,1,78,406,5.2,14,8,0,22,5,45,0,0,0
"4","central-florida","2001-09-29","@","Virginia Tech","L (14-46)",16,29,55.2,203,0,50,232,4.6,3,79,435,5.5,6,13,3,22,10,89,3,0,3
"5","central-florida","2001-10-06","","Alabama-Birmingham","W (24-7)",13,26,50,76,0,27,35,1.3,1,53,111,2.1,6,2,3,11,11,34,2,0,2
"6","central-florida","2001-10-13","","Liberty","W (63-0)",19,33,57.6,163,0,28,67,2.4,0,61,230,3.8,8,3,3,14,6,50,1,0,1
"7","central-florida","2001-10-20","","Louisiana-Monroe","W (38-6)",17,32,53.1,176,0,26,68,2.6,0,58,244,4.2,8,2,3,13,5,55,1,3,4
"8","central-florida","2001-10-27","@","Utah State","L (27-30)",21,34,61.8,264,1,31,117,3.8,2,65,381,5.9,10,7,1,18,2,12,2,1,3
"9","central-florida","2001-11-03","","Akron","W (57-17)",11,23,47.8,174,1,43,167,3.9,1,66,341,5.2,7,9,1,17,8,76,1,1,2
"10","central-florida","2001-11-10","@","Arkansas","L (20-27)",9,16,56.3,129,1,47,238,5.1,2,63,367,5.8,6,8,3,17,4,36,2,0,2
"11","central-florida","2001-11-24","","Louisiana","W (31-0)",20,41,48.8,184,0,27,30,1.1,0,68,214,3.1,11,3,1,15,8,47,1,1,2
