"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","louisiana-lafayette","2001-09-01","","Nicholls State","W (20-0)",0,11,0,0,0,34,57,1.7,0,45,57,1.3,0,2,2,4,11,80,2,0,2
"2","louisiana-lafayette","2001-09-08","@","Minnesota","L (14-44)",15,28,53.6,202,2,61,331,5.4,3,89,533,6,10,18,3,31,4,41,1,1,2
"3","louisiana-lafayette","2001-09-22","","Southern Mississippi","L (10-35)",21,35,60,272,1,44,104,2.4,3,79,376,4.8,12,7,3,22,8,50,1,1,2
"4","louisiana-lafayette","2001-09-29","","Middle Tennessee State","L (9-26)",5,17,29.4,53,2,43,289,6.7,1,60,342,5.7,3,12,2,17,5,54,1,2,3
"5","louisiana-lafayette","2001-10-06","@","Arizona State","L (27-63)",14,27,51.9,328,4,42,215,5.1,5,69,543,7.9,12,9,2,23,6,57,1,1,2
"6","louisiana-lafayette","2001-10-13","@","Arkansas State","L (20-26)",6,18,33.3,109,0,41,120,2.9,2,59,229,3.9,4,4,2,10,8,66,0,0,0
"7","louisiana-lafayette","2001-10-20","@","Idaho","W (54-37)",27,42,64.3,410,2,34,117,3.4,3,76,527,6.9,21,8,0,29,4,32,2,2,4
"8","louisiana-lafayette","2001-10-27","","Louisiana-Monroe","W (17-12)",13,28,46.4,112,0,45,130,2.9,2,73,242,3.3,5,7,4,16,8,60,1,1,2
"9","louisiana-lafayette","2001-11-10","@","North Texas","L (17-42)",7,11,63.6,139,3,52,256,4.9,2,63,395,6.3,6,12,4,22,6,65,1,0,1
"10","louisiana-lafayette","2001-11-17","","New Mexico State","L (46-49)",12,22,54.5,203,1,45,245,5.4,5,67,448,6.7,9,11,2,22,9,71,2,0,2
"11","louisiana-lafayette","2001-11-24","@","Central Florida","L (0-31)",17,32,53.1,272,3,30,153,5.1,1,62,425,6.9,10,10,0,20,12,83,1,2,3
