"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","oklahoma-state","2001-09-01","@","Southern Mississippi","L (9-17)",22,36,61.1,277,1,40,57,1.4,1,76,334,4.4,14,6,0,20,9,77,0,0,0
"2","oklahoma-state","2001-09-08","","Louisiana Tech","W (30-23)",29,54,53.7,286,1,26,13,0.5,0,80,299,3.7,15,4,1,20,10,78,1,2,3
"3","oklahoma-state","2001-09-22","@","Texas A&M","L (7-21)",14,25,56,92,1,42,148,3.5,1,67,240,3.6,4,10,1,15,4,36,1,1,2
"4","oklahoma-state","2001-09-29","","Northwestern State","W (24-0)",10,25,40,67,0,32,118,3.7,0,57,185,3.2,2,8,1,11,11,76,1,1,2
"5","oklahoma-state","2001-10-06","","Missouri","L (38-41)",23,39,59,275,3,41,149,3.6,1,80,424,5.3,15,12,0,27,8,65,0,0,0
"6","oklahoma-state","2001-10-13","","Texas","L (17-45)",19,31,61.3,238,5,52,241,4.6,1,83,479,5.8,11,14,1,26,7,45,1,1,2
"7","oklahoma-state","2001-10-20","@","Iowa State","L (14-28)",16,19,84.2,150,0,58,285,4.9,4,77,435,5.6,7,20,3,30,9,74,0,0,0
"8","oklahoma-state","2001-10-27","","Colorado","L (19-22)",20,29,69,295,2,48,170,3.5,1,77,465,6,14,10,0,24,13,112,0,1,1
"9","oklahoma-state","2001-11-10","","Texas Tech","L (30-49)",44,56,78.6,440,4,26,106,4.1,2,82,546,6.7,19,6,2,27,9,95,0,0,0
"10","oklahoma-state","2001-11-17","@","Baylor","W (38-22)",27,43,62.8,315,2,50,202,4,1,93,517,5.6,16,15,0,31,9,109,0,4,4
"11","oklahoma-state","2001-11-24","@","Oklahoma","W (16-13)",22,48,45.8,220,0,27,0,0,1,75,220,2.9,7,4,2,13,7,65,0,3,3
