"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","florida","2001-09-01","","Marshall","W (49-14)",27,43,62.8,274,1,26,66,2.5,1,69,340,4.9,14,5,2,21,5,39,1,0,1
"2","florida","2001-09-08","","Louisiana-Monroe","W (55-6)",11,26,42.3,78,0,21,27,1.3,1,47,105,2.2,4,0,1,5,2,10,1,0,1
"3","florida","2001-09-22","@","Kentucky","W (44-10)",23,39,59,203,1,21,85,4,0,60,288,4.8,7,4,0,11,7,44,0,0,0
"4","florida","2001-09-29","","Mississippi State","W (52-0)",18,37,48.6,170,0,28,44,1.6,0,65,214,3.3,7,5,1,13,14,97,1,1,2
"5","florida","2001-10-06","@","Louisiana State","W (44-15)",18,39,46.2,286,0,41,137,3.3,2,80,423,5.3,12,10,1,23,8,83,0,3,3
"6","florida","2001-10-13","@","Auburn","L (20-23)",13,27,48.1,160,0,41,79,1.9,2,68,239,3.5,8,3,2,13,8,64,2,0,2
"7","florida","2001-10-27","N","Georgia","W (24-10)",25,42,59.5,258,0,36,111,3.1,1,78,369,4.7,8,8,4,20,4,20,1,1,2
"8","florida","2001-11-03","","Vanderbilt","W (71-13)",15,30,50,209,0,38,63,1.7,2,68,272,4,8,6,0,14,3,28,3,2,5
"9","florida","2001-11-10","@","South Carolina","W (54-17)",7,17,41.2,57,1,43,207,4.8,1,60,264,4.4,3,11,0,14,4,32,0,2,2
"10","florida","2001-11-17","","Florida State","W (37-13)",27,40,67.5,228,1,21,40,1.9,0,61,268,4.4,11,2,0,13,5,33,0,1,1
"11","florida","2001-12-01","","Tennessee","L (32-34)",17,25,68,168,1,31,242,7.8,4,56,410,7.3,5,10,1,16,5,45,1,2,3
