"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","ucla","2001-09-01","@","Alabama","W (20-17)",15,25,60,299,2,46,159,3.5,0,71,458,6.5,9,8,0,17,15,93,1,1,2
"2","ucla","2001-09-08","@","Kansas","W (41-17)",12,33,36.4,156,0,36,86,2.4,2,69,242,3.5,9,4,3,16,8,70,1,2,3
"3","ucla","2001-09-22","","Ohio State","W (13-6)",5,23,21.7,45,0,35,121,3.5,0,58,166,2.9,1,7,1,9,6,59,0,2,2
"4","ucla","2001-09-29","@","Oregon State","W (38-7)",11,35,31.4,106,0,28,114,4.1,1,63,220,3.5,4,5,3,12,3,20,2,1,3
"5","ucla","2001-10-13","","Washington","W (35-13)",23,46,50,340,1,28,-8,-0.3,1,74,332,4.5,17,0,1,18,7,60,2,1,3
"6","ucla","2001-10-20","","California","W (56-17)",19,46,41.3,201,1,33,127,3.8,1,79,328,4.2,10,7,4,21,9,86,0,1,1
"7","ucla","2001-10-27","@","Stanford","L (28-38)",20,29,69,250,3,50,213,4.3,2,79,463,5.9,9,11,4,24,1,10,3,3,6
"8","ucla","2001-11-03","@","Washington State","L (14-20)",17,37,45.9,190,1,40,86,2.2,0,77,276,3.6,6,5,2,13,3,35,0,3,3
"9","ucla","2001-11-10","","Oregon","L (20-21)",13,23,56.5,195,1,33,161,4.9,2,56,356,6.4,8,8,2,18,4,35,0,0,0
"10","ucla","2001-11-17","@","Southern California","L (0-27)",14,23,60.9,180,1,38,96,2.5,1,61,276,4.5,8,3,1,12,7,66,0,1,1
"11","ucla","2001-12-01","","Arizona State","W (52-42)",16,29,55.2,226,2,37,184,5,3,66,410,6.2,11,6,1,18,9,79,1,1,2
