"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","texas","2001-09-01","","New Mexico State","W (41-7)",8,16,50,63,0,34,169,5,1,50,232,4.6,3,8,1,12,8,55,2,0,2
"2","texas","2001-09-08","","North Carolina","W (44-14)",10,30,33.3,116,0,38,95,2.5,2,68,211,3.1,5,8,1,14,14,108,0,3,3
"3","texas","2001-09-22","@","Houston","W (53-26)",20,33,60.6,364,3,30,68,2.3,1,63,432,6.9,11,5,1,17,9,84,2,1,3
"4","texas","2001-09-29","","Texas Tech","W (42-7)",40,58,69,260,0,11,37,3.4,1,69,297,4.3,12,3,0,15,6,53,1,0,1
"5","texas","2001-10-06","N","Oklahoma","L (3-14)",20,33,60.6,143,0,31,63,2,1,64,206,3.2,7,7,1,15,6,55,0,0,0
"6","texas","2001-10-13","@","Oklahoma State","W (45-17)",11,23,47.8,97,1,30,65,2.2,0,53,162,3.1,4,6,0,10,7,43,2,2,4
"7","texas","2001-10-20","","Colorado","W (41-7)",15,28,53.6,165,0,32,124,3.9,1,60,289,4.8,7,5,0,12,9,57,3,1,4
"8","texas","2001-10-27","@","Missouri","W (35-16)",9,28,32.1,97,1,26,147,5.7,1,54,244,4.5,5,8,3,16,5,31,0,1,1
"9","texas","2001-11-03","@","Baylor","W (49-10)",24,44,54.5,187,0,36,8,0.2,1,80,195,2.4,9,5,2,16,7,53,1,1,2
"10","texas","2001-11-10","","Kansas","W (59-0)",5,19,26.3,40,0,33,27,0.8,0,52,67,1.3,1,2,4,7,1,16,2,2,4
"11","texas","2001-11-23","@","Texas A&M","W (21-7)",17,38,44.7,117,0,31,48,1.5,1,69,165,2.4,6,3,1,10,6,45,0,2,2
"12","texas","2001-12-01","N","Colorado","L (37-39)",8,19,42.1,111,1,53,223,4.2,3,72,334,4.6,6,11,1,18,10,60,0,2,2
