"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","indiana","2001-09-06","@","North Carolina State","L (14-35)",22,34,64.7,243,3,35,118,3.4,1,69,361,5.2,11,7,1,19,3,13,0,0,0
"2","indiana","2001-09-22","","Utah","L (26-28)",21,29,72.4,278,2,43,169,3.9,2,72,447,6.2,18,8,0,26,8,55,1,0,1
"3","indiana","2001-09-29","","Ohio State","L (14-27)",15,21,71.4,194,0,53,197,3.7,3,74,391,5.3,10,13,1,24,7,47,0,0,0
"4","indiana","2001-10-06","@","Wisconsin","W (63-32)",16,25,64,225,2,39,106,2.7,1,64,331,5.2,9,5,2,16,2,13,3,1,4
"5","indiana","2001-10-13","","Illinois","L (14-35)",12,17,70.6,116,2,57,276,4.8,3,74,392,5.3,5,15,1,21,7,85,1,1,2
"6","indiana","2001-10-20","@","Iowa","L (28-42)",13,17,76.5,228,3,33,226,6.8,3,50,454,9.1,9,11,0,20,1,14,0,1,1
"7","indiana","2001-11-03","","Northwestern","W (56-21)",34,57,59.6,309,2,43,204,4.7,1,100,513,5.1,17,11,4,32,10,93,2,2,4
"8","indiana","2001-11-10","@","Michigan State","W (37-28)",20,30,66.7,288,3,30,110,3.7,1,60,398,6.6,15,7,0,22,9,72,1,2,3
"9","indiana","2001-11-17","@","Penn State","L (14-28)",17,23,73.9,278,1,38,172,4.5,3,61,450,7.4,10,9,3,22,6,48,0,1,1
"10","indiana","2001-11-24","","Purdue","W (13-7)",31,62,50,263,1,18,-8,-0.4,0,80,255,3.2,17,1,3,21,3,35,2,0,2
"11","indiana","2001-12-01","","Kentucky","W (26-15)",26,47,55.3,324,2,19,16,0.8,0,66,340,5.2,15,2,1,18,9,76,0,1,1
