"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","western-michigan","2001-08-30","","Illinois State","W (48-7)",17,30,56.7,139,1,37,92,2.5,0,67,231,3.4,10,4,0,14,5,37,0,0,0
"2","western-michigan","2001-09-08","@","Virginia Tech","L (0-31)",14,26,53.8,156,1,58,271,4.7,3,84,427,5.1,6,18,3,27,4,25,2,0,2
"3","western-michigan","2001-09-22","@","Michigan","L (21-38)",18,30,60,284,2,39,188,4.8,3,69,472,6.8,13,7,3,23,13,111,0,0,0
"4","western-michigan","2001-09-29","@","Eastern Michigan","W (31-10)",16,29,55.2,93,1,38,146,3.8,0,67,239,3.6,3,8,3,14,4,30,2,1,3
"5","western-michigan","2001-10-06","","Akron","W (31-14)",13,27,48.1,114,0,53,241,4.5,2,80,355,4.4,6,14,0,20,11,88,0,0,0
"6","western-michigan","2001-10-13","","Bowling Green State","W (37-28)",20,33,60.6,202,1,43,217,5,3,76,419,5.5,13,10,1,24,7,90,2,3,5
"7","western-michigan","2001-10-20","@","Northern Illinois","L (12-20)",10,18,55.6,147,0,56,171,3.1,1,74,318,4.3,5,11,0,16,4,39,2,0,2
"8","western-michigan","2001-10-27","@","Miami (OH)","L (11-25)",18,29,62.1,215,2,42,154,3.7,0,71,369,5.2,11,7,0,18,5,40,1,2,3
"9","western-michigan","2001-11-06","@","Toledo","L (35-41)",17,25,68,217,2,47,273,5.8,2,72,490,6.8,8,15,1,24,6,68,1,0,1
"10","western-michigan","2001-11-17","","Central Michigan","W (20-17)",16,29,55.2,127,1,50,198,4,1,79,325,4.1,8,10,3,21,7,54,0,2,2
"11","western-michigan","2001-11-24","","Ball State","L (31-35)",14,24,58.3,284,3,45,100,2.2,2,69,384,5.6,11,8,1,20,4,35,1,0,1
