"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","auburn","2001-09-01","","Ball State","W (30-0)",5,17,29.4,32,0,34,60,1.8,0,51,92,1.8,3,2,0,5,5,37,1,0,1
"2","auburn","2001-09-08","","Mississippi","W (27-21)",24,39,61.5,265,1,23,50,2.2,2,62,315,5.1,12,3,2,17,4,40,3,1,4
"3","auburn","2001-09-22","@","Syracuse","L (14-31)",6,15,40,74,0,52,239,4.6,4,67,313,4.7,3,12,3,18,7,55,0,0,0
"4","auburn","2001-09-29","@","Vanderbilt","W (24-21)",20,43,46.5,162,1,37,168,4.5,2,80,330,4.1,8,8,2,18,5,50,1,1,2
"5","auburn","2001-10-06","","Mississippi State","W (16-14)",12,25,48,176,1,34,109,3.2,0,59,285,4.8,5,6,2,13,9,90,1,1,2
"6","auburn","2001-10-13","","Florida","W (23-20)",25,42,59.5,364,2,18,-36,-2,0,60,328,5.5,17,0,1,18,10,63,1,4,5
"7","auburn","2001-10-20","","Louisiana Tech","W (48-41)",27,52,51.9,381,3,25,152,6.1,2,77,533,6.9,16,7,2,25,4,45,1,5,6
"8","auburn","2001-10-27","@","Arkansas","L (17-42)",11,16,68.8,149,2,43,148,3.4,3,59,297,5,5,10,4,19,5,35,0,0,0
"9","auburn","2001-11-10","@","Georgia","W (24-17)",16,34,47.1,302,2,27,73,2.7,0,61,375,6.1,10,4,2,16,7,60,1,2,3
"10","auburn","2001-11-17","","Alabama","L (7-31)",22,30,73.3,221,2,44,328,7.5,2,74,549,7.4,11,12,2,25,8,84,0,0,0
"11","auburn","2001-12-01","@","Louisiana State","L (14-27)",17,35,48.6,243,1,42,188,4.5,2,77,431,5.6,11,8,4,23,6,55,0,1,1
