"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","navy","2001-08-30","@","Temple","L (26-45)",15,22,68.2,175,3,54,285,5.3,2,76,460,6.1,5,19,2,26,10,87,1,1,2
"2","navy","2001-09-08","","Georgia Tech","L (7-70)",15,19,78.9,291,3,54,270,5,6,73,561,7.7,10,12,0,22,9,80,0,1,1
"3","navy","2001-09-22","","Boston College","L (21-38)",19,26,73.1,247,4,44,232,5.3,1,70,479,6.8,11,13,0,24,6,60,0,0,0
"4","navy","2001-10-06","","Air Force","L (18-24)",7,13,53.8,78,0,62,293,4.7,3,75,371,4.9,4,18,1,23,7,70,1,0,1
"5","navy","2001-10-13","","Rice","L (13-21)",6,10,60,102,2,66,276,4.2,1,76,378,5,3,17,0,20,5,38,1,0,1
"6","navy","2001-10-20","@","Rutgers","L (17-23)",13,20,65,327,3,45,206,4.6,0,65,533,8.2,8,10,0,18,18,143,1,1,2
"7","navy","2001-10-27","@","Toledo","L (20-21)",21,29,72.4,282,1,47,238,5.1,2,76,520,6.8,8,17,1,26,10,65,2,0,2
"8","navy","2001-11-10","","Tulane","L (28-42)",36,49,73.5,442,3,27,137,5.1,2,76,579,7.6,19,7,0,26,7,70,2,1,3
"9","navy","2001-11-17","@","Notre Dame","L (16-34)",7,12,58.3,118,0,58,272,4.7,3,70,390,5.6,5,13,0,18,4,33,1,1,2
"10","navy","2001-12-01","N","Army","L (17-26)",8,19,42.1,119,1,52,222,4.3,1,71,341,4.8,5,10,0,15,7,49,1,4,5
