"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","texas-am","2001-09-01","","McNeese State","W (38-24)",13,30,43.3,138,1,35,103,2.9,0,65,241,3.7,7,6,2,15,14,111,0,3,3
"2","texas-am","2001-09-06","@","Wyoming","W (28-20)",11,26,42.3,171,1,32,102,3.2,1,58,273,4.7,6,10,2,18,2,28,0,2,2
"3","texas-am","2001-09-22","","Oklahoma State","W (21-7)",15,30,50,135,0,36,64,1.8,1,66,199,3,7,4,0,11,11,95,1,0,1
"4","texas-am","2001-09-29","","Notre Dame","W (24-3)",12,27,44.4,121,0,33,70,2.1,0,60,191,3.2,6,5,1,12,4,19,0,3,3
"5","texas-am","2001-10-06","","Baylor","W (16-10)",19,38,50,147,0,34,85,2.5,1,72,232,3.2,8,5,2,15,5,27,1,2,3
"6","texas-am","2001-10-13","@","Colorado","L (21-31)",14,28,50,183,1,52,170,3.3,1,80,353,4.4,7,10,2,19,4,31,0,1,1
"7","texas-am","2001-10-20","@","Kansas State","W (31-24)",12,24,50,100,0,61,258,4.2,3,85,358,4.2,4,18,2,24,8,38,2,1,3
"8","texas-am","2001-10-27","","Iowa State","W (24-21)",30,48,62.5,348,2,34,97,2.9,1,82,445,5.4,16,9,1,26,4,28,0,1,1
"9","texas-am","2001-11-03","@","Texas Tech","L (0-12)",39,47,83,311,0,34,44,1.3,1,81,355,4.4,15,6,2,23,7,55,0,0,0
"10","texas-am","2001-11-10","@","Oklahoma","L (10-31)",25,38,65.8,195,2,43,157,3.7,2,81,352,4.3,12,9,2,23,4,40,0,1,1
"11","texas-am","2001-11-23","","Texas","L (7-21)",16,33,48.5,138,0,35,97,2.8,2,68,235,3.5,7,6,1,14,6,49,0,0,0
