"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","utah","2001-09-01","","Utah State","W (23-19)",23,43,53.5,231,1,21,70,3.3,0,64,301,4.7,8,8,0,16,3,38,2,3,5
"2","utah","2001-09-08","@","Oregon","L (10-24)",18,28,64.3,270,2,32,107,3.3,1,60,377,6.3,11,8,3,22,7,77,0,0,0
"3","utah","2001-09-22","@","Indiana","W (28-26)",13,23,56.5,157,1,44,229,5.2,3,67,386,5.8,10,11,1,22,2,15,0,1,1
"4","utah","2001-09-29","","New Mexico","W (37-16)",10,36,27.8,165,1,36,146,4.1,1,72,311,4.3,7,4,1,12,7,65,2,1,3
"5","utah","2001-10-06","","South Florida","W (52-21)",32,61,52.5,336,3,26,67,2.6,0,87,403,4.6,14,5,8,27,10,77,2,1,3
"6","utah","2001-10-20","","Wyoming","W (35-0)",18,33,54.5,117,0,25,33,1.3,0,58,150,2.6,5,2,1,8,6,45,0,1,1
"7","utah","2001-10-27","@","Colorado State","L (17-19)",11,24,45.8,201,1,44,123,2.8,1,68,324,4.8,7,6,0,13,4,34,0,0,0
"8","utah","2001-11-03","@","Nevada-Las Vegas","W (42-14)",8,21,38.1,118,0,26,38,1.5,0,47,156,3.3,6,1,0,7,3,25,1,1,2
"9","utah","2001-11-10","","San Diego State","W (17-3)",15,29,51.7,194,0,31,64,2.1,0,60,258,4.3,9,5,2,16,5,40,0,1,1
"10","utah","2001-11-17","@","Brigham Young","L (21-24)",21,42,50,270,2,32,180,5.6,1,74,450,6.1,11,10,0,21,6,79,1,1,2
"11","utah","2001-12-01","@","Air Force","L (37-38)",4,11,36.4,35,1,51,239,4.7,4,62,274,4.4,3,12,0,15,2,11,0,0,0
