"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","oklahoma","2001-08-25","","North Carolina","W (41-27)",17,41,41.5,226,2,35,64,1.8,0,76,290,3.8,13,4,3,20,5,34,4,1,5
"2","oklahoma","2001-09-01","@","Air Force","W (44-3)",11,28,39.3,112,0,53,137,2.6,0,81,249,3.1,6,8,1,15,8,55,2,2,4
"3","oklahoma","2001-09-08","","North Texas","W (37-10)",12,26,46.2,180,1,39,117,3,0,65,297,4.6,4,6,1,11,10,129,1,2,3
"4","oklahoma","2001-09-29","","Kansas State","W (38-37)",12,32,37.5,257,1,42,189,4.5,4,74,446,6,6,9,1,16,17,139,1,1,2
"5","oklahoma","2001-10-06","N","Texas","W (14-3)",24,42,57.1,198,0,25,27,1.1,0,67,225,3.4,9,4,2,15,5,35,0,4,4
"6","oklahoma","2001-10-13","@","Kansas","W (38-10)",9,26,34.6,139,1,40,84,2.1,0,66,223,3.4,3,4,1,8,9,71,3,1,4
"7","oklahoma","2001-10-20","","Baylor","W (33-17)",11,30,36.7,138,1,35,106,3,0,65,244,3.8,3,8,1,12,11,85,0,1,1
"8","oklahoma","2001-10-27","@","Nebraska","L (10-20)",11,19,57.9,165,1,44,164,3.7,1,63,329,5.2,5,7,1,13,6,57,0,1,1
"9","oklahoma","2001-11-03","","Tulsa","W (58-0)",14,32,43.8,90,0,34,48,1.4,0,66,138,2.1,5,7,0,12,5,34,0,2,2
"10","oklahoma","2001-11-10","","Texas A&M","W (31-10)",11,23,47.8,58,0,27,74,2.7,0,50,132,2.6,3,2,0,5,3,38,0,0,0
"11","oklahoma","2001-11-17","@","Texas Tech","W (30-13)",24,37,64.9,254,1,16,-7,-0.4,0,53,247,4.7,8,1,0,9,11,84,1,2,3
"12","oklahoma","2001-11-24","","Oklahoma State","L (13-16)",21,47,44.7,258,1,40,76,1.9,0,87,334,3.8,16,6,1,23,9,71,1,3,4
