"","Team","Date","","Opponent","","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","TO"
"1","southern-methodist","2001-09-01","@","Louisiana Tech","L (6-36)",22,35,62.9,189,0,24,56,2.3,2,59,245,4.2,9,4,2,15,11,90,0,1,1
"2","southern-methodist","2001-09-08","","Texas Christian","L (10-38)",13,21,61.9,119,0,47,171,3.6,3,68,290,4.3,6,8,2,16,4,40,1,2,3
"3","southern-methodist","2001-09-22","","North Carolina State","L (17-26)",21,31,67.7,215,0,26,73,2.8,2,57,288,5.1,10,4,3,17,9,80,0,1,1
"4","southern-methodist","2001-10-06","","Hawaii","L (31-38)",31,51,60.8,325,2,43,148,3.4,2,94,473,5,16,11,3,30,11,88,0,2,2
"5","southern-methodist","2001-10-13","@","San Jose State","W (24-17)",13,30,43.3,176,2,42,148,3.5,0,72,324,4.5,6,10,2,18,7,49,1,0,1
"6","southern-methodist","2001-10-27","","Texas-El Paso","W (40-14)",13,25,52,136,0,32,46,1.4,2,57,182,3.2,3,3,1,7,4,25,0,1,1
"7","southern-methodist","2001-11-03","@","Nevada","L (14-35)",8,22,36.4,156,2,37,178,4.8,1,59,334,5.7,5,10,2,17,6,55,0,1,1
"8","southern-methodist","2001-11-10","","Fresno State","L (13-38)",25,37,67.6,292,4,35,79,2.3,1,72,371,5.2,10,6,1,17,7,55,0,2,2
"9","southern-methodist","2001-11-17","@","Tulsa","W (24-14)",20,44,45.5,242,1,32,107,3.3,1,76,349,4.6,12,4,1,17,3,20,2,3,5
"10","southern-methodist","2001-11-24","","Rice","W (37-20)",10,18,55.6,117,1,57,174,3.1,0,75,291,3.9,4,11,2,17,4,28,0,2,2
"11","southern-methodist","2001-12-01","@","North Carolina","L (10-19)",15,27,55.6,212,1,32,162,5.1,1,59,374,6.3,8,8,1,17,9,79,1,2,3
