"","Team","X","Opponent","Result","Date"
"173","Boston College","","Central Michigan","W (28-8)",2017-09-30
"174","Boston College","","Virginia Tech","L (10-23)",2017-10-07
"175","Boston College","@","Louisville","W (45-42)",2017-10-14
"176","Boston College","@","Virginia","W (41-10)",2017-10-21
"177","Boston College","","Florida State","W (35-3)",2017-10-27
"178","Boston College","","North Carolina State","L (14-17)",2017-11-11
"179","Boston College","N","Connecticut","W (39-16)",2017-11-18
"180","Boston College","@","Syracuse","W (42-14)",2017-11-25
"181","Boston College","N","Iowa","L (20-27)",2017-12-27
"182","Bowling Green State","@","Michigan State","L (10-35)",2017-09-02
"183","Bowling Green State","","Non-Major","L (27-35)",2017-09-09
"184","Bowling Green State","@","Northwestern","L (7-49)",2017-09-16
"185","Bowling Green State","@","Middle Tennessee State","L (13-24)",2017-09-23
"187","Bowling Green State","@","Miami (OH)","W (37-29)",2017-10-07
"188","Bowling Green State","","Ohio","L (30-48)",2017-10-14
"189","Bowling Green State","","Northern Illinois","L (17-48)",2017-10-21
"190","Bowling Green State","@","Kent State","W (44-16)",2017-10-31
"191","Bowling Green State","@","Buffalo","L (28-38)",2017-11-07
"192","Bowling Green State","","Toledo","L (37-66)",2017-11-15
"193","Bowling Green State","@","Eastern Michigan","L (31-34)",2017-11-21
"194","Brigham Young","","Non-Major","W (20-6)",2017-08-26
"195","Brigham Young","N","Louisiana State","L (0-27)",2017-09-02
"196","Brigham Young","","Utah","L (13-19)",2017-09-09
"197","Brigham Young","","Wisconsin","L (6-40)",2017-09-16
"198","Brigham Young","@","Utah State","L (24-40)",2017-09-29
"200","Brigham Young","@","Mississippi State","L (10-35)",2017-10-14
"201","Brigham Young","@","East Carolina","L (17-33)",2017-10-21
"202","Brigham Young","","San Jose State","W (41-20)",2017-10-28
"203","Brigham Young","@","Fresno State","L (13-20)",2017-11-04
"204","Brigham Young","@","Nevada-Las Vegas","W (31-21)",2017-11-10
"205","Brigham Young","","Massachusetts","L (10-16)",2017-11-18
"206","Brigham Young","@","Hawaii","W (30-20)",2017-11-25
"207","Buffalo","@","Minnesota","L (7-17)",2017-08-31
"209","Buffalo","","Non-Major","W (33-10)",2017-09-16
"210","Buffalo","","Florida Atlantic","W (34-31)",2017-09-23
"211","Buffalo","@","Kent State","W (27-13)",2017-09-30
"212","Buffalo","","Western Michigan","L (68-71)",2017-10-07
"213","Buffalo","","Northern Illinois","L (13-14)",2017-10-14
"214","Buffalo","@","Miami (OH)","L (14-24)",2017-10-21
"218","Buffalo","","Ohio","W (31-24)",2017-11-24
"219","California","@","North Carolina","W (35-30)",2017-09-02
"220","California","","Non-Major","W (33-20)",2017-09-09
"221","California","","Mississippi","W (27-16)",2017-09-16
"222","California","","Southern California","L (20-30)",2017-09-23
"223","California","@","Oregon","L (24-45)",2017-09-30
"224","California","@","Washington","L (7-38)",2017-10-07
"225","California","","Washington State","W (37-3)",2017-10-13
"227","California","@","Colorado","L (28-44)",2017-10-28
"228","California","","Oregon State","W (37-23)",2017-11-04
"229","California","@","Stanford","L (14-17)",2017-11-18
"230","California","@","UCLA","L (27-30)",2017-11-24
"231","Central Michigan","","Non-Major","W (30-27)",2017-08-31
"232","Central Michigan","@","Kansas","W (45-27)",2017-09-09
"233","Central Michigan","@","Syracuse","L (17-41)",2017-09-16
"234","Central Michigan","","Miami (OH)","L (14-31)",2017-09-23
"236","Central Michigan","@","Ohio","W (26-23)",2017-10-07
"237","Central Michigan","","Toledo","L (10-30)",2017-10-14
"239","Central Michigan","@","Western Michigan","W (35-28)",2017-11-01
"240","Central Michigan","","Eastern Michigan","W (42-30)",2017-11-08
"241","Central Michigan","@","Kent State","W (42-23)",2017-11-14
"242","Central Michigan","","Northern Illinois","W (31-24)",2017-11-24
"243","Central Michigan","N","Wyoming","L (14-37)",2017-12-22
"244","UNC Charlotte","@","Eastern Michigan","L (7-24)",2017-09-01
"245","UNC Charlotte","@","Kansas State","L (7-55)",2017-09-09
"246","UNC Charlotte","","Non-Major","L (31-35)",2017-09-16
"247","UNC Charlotte","","Georgia State","L (0-28)",2017-09-23
"248","UNC Charlotte","@","Florida International","L (29-30)",2017-09-30
"249","UNC Charlotte","","Marshall","L (3-14)",2017-10-07
"250","UNC Charlotte","@","Western Kentucky","L (14-45)",2017-10-14
"251","UNC Charlotte","","Alabama-Birmingham","W (25-24)",2017-10-21
"252","UNC Charlotte","@","Old Dominion","L (0-6)",2017-11-04
"253","UNC Charlotte","","Middle Tennessee State","L (21-35)",2017-11-11
"254","UNC Charlotte","@","Southern Mississippi","L (21-66)",2017-11-18
"255","UNC Charlotte","","Florida Atlantic","L (12-31)",2017-11-25
"256","Cincinnati","","Non-Major","W (26-14)",2017-08-31
"257","Cincinnati","@","Michigan","L (14-36)",2017-09-09
"258","Cincinnati","@","Miami (OH)","W (21-17)",2017-09-16
"259","Cincinnati","@","Navy","L (32-42)",2017-09-23
"260","Cincinnati","","Marshall","L (21-38)",2017-09-30
"261","Cincinnati","","Central Florida","L (23-51)",2017-10-07
"262","Cincinnati","@","South Florida","L (3-33)",2017-10-14
"263","Cincinnati","","Southern Methodist","L (28-31)",2017-10-21
"264","Cincinnati","@","Tulane","W (17-16)",2017-11-04
"265","Cincinnati","","Temple","L (24-35)",2017-11-10
"266","Cincinnati","@","East Carolina","L (20-48)",2017-11-18
"267","Cincinnati","","Connecticut","W (22-21)",2017-11-25
"268","Clemson","","Kent State","W (56-3)",2017-09-02
"270","Clemson","@","Louisville","W (47-21)",2017-09-16
"272","Clemson","@","Virginia Tech","W (31-17)",2017-09-30
"273","Clemson","","Wake Forest","W (28-14)",2017-10-07
"274","Clemson","@","Syracuse","L (24-27)",2017-10-13
"275","Clemson","","Georgia Tech","W (24-10)",2017-10-28
"276","Clemson","@","North Carolina State","W (38-31)",2017-11-04
"277","Clemson","","Florida State","W (31-14)",2017-11-11
"278","Clemson","","Non-Major","W (61-3)",2017-11-18
"279","Clemson","@","South Carolina","W (34-10)",2017-11-25
"280","Clemson","N","Miami (FL)","W (38-3)",2017-12-02
"282","Coastal Carolina","","Massachusetts","W (38-28)",2017-09-02
"283","Coastal Carolina","@","Alabama-Birmingham","L (23-30)",2017-09-16
"284","Coastal Carolina","","Non-Major","L (10-52)",2017-09-23
"285","Coastal Carolina","@","Louisiana-Monroe","L (43-51)",2017-09-30
"286","Coastal Carolina","","Georgia State","L (21-27)",2017-10-07
"289","Coastal Carolina","","Texas State","L (7-27)",2017-10-28
"291","Coastal Carolina","","Troy","L (17-42)",2017-11-11
"292","Coastal Carolina","@","Idaho","W (13-7)",2017-11-18
"293","Coastal Carolina","","Georgia Southern","W (28-17)",2017-12-02
"294","Colorado","N","Colorado State","W (17-3)",2017-09-01
"295","Colorado","","Texas State","W (37-3)",2017-09-09
"296","Colorado","","Non-Major","W (41-21)",2017-09-16
"297","Colorado","","Washington","L (10-37)",2017-09-23
"298","Colorado","@","UCLA","L (23-27)",2017-09-30
"300","Colorado","@","Oregon State","W (36-33)",2017-10-14
"301","Colorado","@","Washington State","L (0-28)",2017-10-21
"304","Colorado","","Southern California","L (24-38)",2017-11-11
"305","Colorado","@","Utah","L (13-34)",2017-11-25
"306","Colorado State","","Oregon State","W (58-27)",2017-08-26
"308","Colorado State","","Non-Major","W (38-10)",2017-09-09
"310","Colorado State","@","Hawaii","W (51-21)",2017-09-30
"311","Colorado State","@","Utah State","W (27-14)",2017-10-07
"312","Colorado State","","Nevada","W (44-42)",2017-10-14
"313","Colorado State","@","New Mexico","W (27-24)",2017-10-20
"315","Colorado State","@","Wyoming","L (13-16)",2017-11-04
"317","Colorado State","","San Jose State","W (42-14)",2017-11-18
"318","Colorado State","N","Marshall","L (28-31)",2017-12-16
"319","Connecticut","","Non-Major","W (27-20)",2017-08-31
"320","Connecticut","@","Virginia","L (18-38)",2017-09-16
"321","Connecticut","","East Carolina","L (38-41)",2017-09-24
"322","Connecticut","@","Southern Methodist","L (28-49)",2017-09-30
"323","Connecticut","","Memphis","L (31-70)",2017-10-06
"324","Connecticut","@","Temple","W (28-24)",2017-10-14
"325","Connecticut","","Tulsa","W (20-14)",2017-10-21
"326","Connecticut","","Missouri","L (12-52)",2017-10-28
"327","Connecticut","","South Florida","L (20-37)",2017-11-04
"328","Connecticut","@","Central Florida","L (24-49)",2017-11-11
"331","Duke","","Non-Major","W (60-7)",2017-09-02
"332","Duke","","Northwestern","W (41-17)",2017-09-09
"334","Duke","@","North Carolina","W (27-17)",2017-09-23
"335","Duke","","Miami (FL)","L (6-31)",2017-09-29
"336","Duke","@","Virginia","L (21-28)",2017-10-07
"337","Duke","","Florida State","L (10-17)",2017-10-14
"338","Duke","","Pittsburgh","L (17-24)",2017-10-21
"339","Duke","@","Virginia Tech","L (3-24)",2017-10-28
"341","Duke","","Georgia Tech","W (43-20)",2017-11-18
"342","Duke","@","Wake Forest","W (31-23)",2017-11-25
"343","Duke","N","Northern Illinois","W (36-14)",2017-12-26
"344","East Carolina","","Non-Major","L (14-34)",2017-09-02
"345","East Carolina","@","West Virginia","L (20-56)",2017-09-09
"346","East Carolina","","Virginia Tech","L (17-64)",2017-09-16
"348","East Carolina","","South Florida","L (31-61)",2017-09-30
"349","East Carolina","","Temple","L (10-34)",2017-10-07
"350","East Carolina","@","Central Florida","L (21-63)",2017-10-14
"352","East Carolina","@","Houston","L (27-52)",2017-11-04
"353","East Carolina","","Tulane","L (24-31)",2017-11-11
"355","East Carolina","@","Memphis","L (13-70)",2017-11-25
"357","Eastern Michigan","@","Rutgers","W (16-13)",2017-09-09
"358","Eastern Michigan","","Ohio","L (20-27)",2017-09-23
"359","Eastern Michigan","@","Kentucky","L (20-24)",2017-09-30
"360","Eastern Michigan","@","Toledo","L (15-20)",2017-10-07
"362","Eastern Michigan","","Western Michigan","L (17-20)",2017-10-21
"363","Eastern Michigan","@","Northern Illinois","L (27-30)",2017-10-26
"366","Eastern Michigan","@","Miami (OH)","W (27-24)",2017-11-15
"368","Florida Atlantic","","Navy","L (19-42)",2017-09-01
"369","Florida Atlantic","@","Wisconsin","L (14-31)",2017-09-09
"370","Florida Atlantic","","Non-Major","W (45-0)",2017-09-16
"372","Florida Atlantic","","Middle Tennessee State","W (38-20)",2017-09-30
"373","Florida Atlantic","@","Old Dominion","W (58-28)",2017-10-07
"374","Florida Atlantic","","North Texas","W (69-31)",2017-10-21
"375","Florida Atlantic","@","Western Kentucky","W (42-28)",2017-10-28
"376","Florida Atlantic","","Marshall","W (30-25)",2017-11-03
"377","Florida Atlantic","@","Louisiana Tech","W (48-23)",2017-11-11
"378","Florida Atlantic","","Florida International","W (52-24)",2017-11-18
"380","Florida Atlantic","","North Texas","W (41-17)",2017-12-02
"382","Florida","N","Michigan","L (17-33)",2017-09-02
"383","Florida","","Tennessee","W (26-20)",2017-09-16
"384","Florida","@","Kentucky","W (28-27)",2017-09-23
"385","Florida","","Vanderbilt","W (38-24)",2017-09-30
"386","Florida","","Louisiana State","L (16-17)",2017-10-07
"387","Florida","","Texas A&M","L (17-19)",2017-10-14
"388","Florida","N","Georgia","L (7-42)",2017-10-28
"389","Florida","@","Missouri","L (16-45)",2017-11-04
"390","Florida","@","South Carolina","L (20-28)",2017-11-11
"391","Florida","","Alabama-Birmingham","W (36-7)",2017-11-18
"392","Florida","","Florida State","L (22-38)",2017-11-25
"393","Florida International","@","Central Florida","L (17-61)",2017-08-31
"394","Florida International","N","Non-Major","W (17-10)",2017-09-08
"395","Florida International","@","Rice","W (13-7)",2017-09-23
"397","Florida International","@","Middle Tennessee State","L (17-37)",2017-10-07
"398","Florida International","","Tulane","W (23-10)",2017-10-14
"399","Florida International","@","Marshall","W (41-30)",2017-10-28
"400","Florida International","","Texas-San Antonio","W (14-7)",2017-11-04
"401","Florida International","","Old Dominion","L (30-37)",2017-11-11
"403","Florida International","","Western Kentucky","W (41-17)",2017-11-24
"404","Florida International","","Massachusetts","W (63-45)",2017-12-02
"405","Florida International","N","Temple","L (3-28)",2017-12-21
"407","Florida State","","North Carolina State","L (21-27)",2017-09-23
"408","Florida State","@","Wake Forest","W (26-19)",2017-09-30
"409","Florida State","","Miami (FL)","L (20-24)",2017-10-07
"411","Florida State","","Louisville","L (28-31)",2017-10-21
"413","Florida State","","Syracuse","W (27-24)",2017-11-04
"415","Florida State","","Non-Major","W (77-6)",2017-11-18
"417","Florida State","","Louisiana-Monroe","W (42-10)",2017-12-02
"418","Florida State","N","Southern Mississippi","W (42-13)",2017-12-27
"419","Fresno State","","Non-Major","W (66-0)",2017-09-02
"421","Fresno State","@","Washington","L (16-48)",2017-09-16
"422","Fresno State","","Nevada","W (41-21)",2017-09-30
"423","Fresno State","@","San Jose State","W (27-10)",2017-10-07
"424","Fresno State","","New Mexico","W (38-0)",2017-10-14
"425","Fresno State","@","San Diego State","W (27-3)",2017-10-21
"426","Fresno State","","Nevada-Las Vegas","L (16-26)",2017-10-28
"428","Fresno State","@","Hawaii","W (31-21)",2017-11-11
"429","Fresno State","@","Wyoming","W (13-7)",2017-11-18
"432","Fresno State","N","Houston","W (33-27)",2017-12-24
"434","Georgia","@","Notre Dame","W (20-19)",2017-09-09
"435","Georgia","","Non-Major","W (42-14)",2017-09-16
"436","Georgia","","Mississippi State","W (31-3)",2017-09-23
"437","Georgia","@","Tennessee","W (41-0)",2017-09-30
"438","Georgia","@","Vanderbilt","W (45-14)",2017-10-07
"439","Georgia","","Missouri","W (53-28)",2017-10-14
"441","Georgia","","South Carolina","W (24-10)",2017-11-04
"443","Georgia","","Kentucky","W (42-13)",2017-11-18
"444","Georgia","@","Georgia Tech","W (38-7)",2017-11-25
"446","Georgia","N","Oklahoma","W (54-48)",2018-01-01
"449","Georgia Southern","N","Non-Major","L (12-22)",2017-09-09
"450","Georgia Southern","@","Indiana","L (17-52)",2017-09-23
"452","Georgia Southern","","New Mexico State","L (27-35)",2017-10-14
"453","Georgia Southern","@","Massachusetts","L (20-55)",2017-10-21
"454","Georgia Southern","@","Troy","L (16-38)",2017-10-28
"455","Georgia Southern","","Georgia State","L (17-21)",2017-11-04
"457","Georgia Southern","","South Alabama","W (52-0)",2017-11-18
"458","Georgia Southern","@","Louisiana","W (34-24)",2017-11-25
"460","Georgia State","","Non-Major","L (10-17)",2017-08-31
"461","Georgia State","@","Penn State","L (0-56)",2017-09-16
"464","Georgia State","@","Louisiana-Monroe","W (47-37)",2017-10-14
"465","Georgia State","","Troy","L (10-34)",2017-10-21
"466","Georgia State","","South Alabama","W (21-13)",2017-10-26
"468","Georgia State","@","Texas State","W (33-30)",2017-11-11
"470","Georgia State","","Idaho","L (10-24)",2017-12-02
"471","Georgia State","N","Western Kentucky","W (27-17)",2017-12-16
"472","Georgia Tech","N","Tennessee","L (41-42)",2017-09-04
"473","Georgia Tech","","Non-Major","W (37-10)",2017-09-09
"474","Georgia Tech","","Pittsburgh","W (35-17)",2017-09-23
"475","Georgia Tech","","North Carolina","W (33-7)",2017-09-30
"476","Georgia Tech","@","Miami (FL)","L (24-25)",2017-10-14
"477","Georgia Tech","","Wake Forest","W (38-24)",2017-10-21
"479","Georgia Tech","@","Virginia","L (36-40)",2017-11-04
"480","Georgia Tech","","Virginia Tech","W (28-22)",2017-11-11
"483","Hawaii","@","Massachusetts","W (38-35)",2017-08-26
"484","Hawaii","","Non-Major","W (41-18)",2017-09-02
"485","Hawaii","@","UCLA","L (23-56)",2017-09-09
"486","Hawaii","@","Wyoming","L (21-28)",2017-09-23
"488","Hawaii","@","Nevada","L (21-35)",2017-10-07
"489","Hawaii","","San Jose State","W (37-26)",2017-10-14
"490","Hawaii","","San Diego State","L (7-28)",2017-10-28
"491","Hawaii","@","Nevada-Las Vegas","L (23-31)",2017-11-04
"493","Hawaii","@","Utah State","L (0-38)",2017-11-18
"496","Houston","","Rice","W (38-3)",2017-09-16
"497","Houston","","Texas Tech","L (24-27)",2017-09-23
"498","Houston","@","Temple","W (20-13)",2017-09-30
"499","Houston","","Southern Methodist","W (35-22)",2017-10-07
"500","Houston","@","Tulsa","L (17-45)",2017-10-14
"501","Houston","","Memphis","L (38-42)",2017-10-19
"502","Houston","@","South Florida","W (28-24)",2017-10-28
"504","Houston","@","Tulane","L (17-20)",2017-11-18
"505","Houston","","Navy","W (24-14)",2017-11-24
"507","Idaho","","Non-Major","W (28-6)",2017-08-31
"508","Idaho","","Nevada-Las Vegas","L (16-44)",2017-09-09
"509","Idaho","@","Western Michigan","L (28-37)",2017-09-16
"510","Idaho","@","South Alabama","W (29-23)",2017-09-23
"511","Idaho","","Louisiana","L (16-21)",2017-10-07
"513","Idaho","@","Missouri","L (21-68)",2017-10-21
"514","Idaho","","Louisiana-Monroe","W (31-23)",2017-10-28
"515","Idaho","@","Troy","L (21-24)",2017-11-02
"517","Idaho","@","New Mexico State","L (10-17)",2017-11-25
"520","Illinois","","Western Kentucky","W (20-7)",2017-09-09
"521","Illinois","@","South Florida","L (23-47)",2017-09-15
"522","Illinois","","Nebraska","L (6-28)",2017-09-29
"523","Illinois","@","Iowa","L (16-45)",2017-10-07
"524","Illinois","","Rutgers","L (24-35)",2017-10-14
"525","Illinois","@","Minnesota","L (17-24)",2017-10-21
"526","Illinois","","Wisconsin","L (10-24)",2017-10-28
"527","Illinois","@","Purdue","L (10-29)",2017-11-04
"528","Illinois","","Indiana","L (14-24)",2017-11-11
"529","Illinois","@","Ohio State","L (14-52)",2017-11-18
"530","Illinois","","Northwestern","L (7-42)",2017-11-25
"531","Indiana","","Ohio State","L (21-49)",2017-08-31
"532","Indiana","@","Virginia","W (34-17)",2017-09-09
"534","Indiana","@","Penn State","L (14-45)",2017-09-30
"535","Indiana","","Non-Major","W (27-0)",2017-10-07
"536","Indiana","","Michigan","L (20-27)",2017-10-14
"537","Indiana","@","Michigan State","L (9-17)",2017-10-21
"538","Indiana","@","Maryland","L (39-42)",2017-10-28
"539","Indiana","","Wisconsin","L (17-45)",2017-11-04
